Age,Income,LoanAmount,CreditScore,YearsExperience,Gender,Education,City,EmploymentType,LoanApproved,DTI_Ratio
54,33734.0,3570.0,448.0,27,Male,Bachelors,New York,Salaried,0,0.10582481102712317
20,43354.0,32076.0,540.0,19,Female,High School,San Francisco,Self-Employed,0,0.7398454618844424
68,67726.0,7480.0,422.0,32,Male,Masters,San Francisco,Unemployed,0,0.1104433977586487
50,45828.0,22998.0,368.0,32,Female,Masters,New York,Unemployed,0,0.5018219904427328
45,44942.0,21906.0,362.0,35,Female,High School,San Francisco,Unemployed,0,0.4874173953674655
64,38281.0,20366.0,315.0,12,Male,Masters,Chicago,Unemployed,0,0.5319993730735071
25,34625.0,20550.0,689.0,3,Male,PhD,New York,Salaried,0,0.5934846647028245
51,67750.0,11906.0,557.0,22,Male,High School,Chicago,Unemployed,0,0.17573172351699606
52,75109.0,17375.0,516.0,7,Female,High School,San Francisco,Unemployed,0,0.23132738649980028
49,49488.0,27752.0,579.0,12,Female,Bachelors,Chicago,Unemployed,0,0.5607710804421184
41,71074.0,30121.0,413.0,23,Female,High School,Chicago,Self-Employed,0,0.42379176925782625
31,42689.0,16633.0,679.0,39,Male,Bachelors,Chicago,Self-Employed,1,0.3896228624970719
49,58005.0,7517.0,536.0,29,Male,High School,Chicago,Self-Employed,0,0.12959004240940591
63,71153.0,13771.0,775.0,29,Male,PhD,New York,Unemployed,0,0.1935379599179245
60,47824.0,34822.0,428.0,24,Male,PhD,San Francisco,Salaried,0,0.7281129116570831
33,45081.0,14247.0,809.0,32,Male,PhD,San Francisco,Salaried,1,0.31602413380062994
21,62016.0,19222.0,464.0,8,Female,Bachelors,Houston,Self-Employed,0,0.3099472725220504
69,33351.0,31327.0,576.0,25,Male,Bachelors,Chicago,Self-Employed,0,0.9392840009594627
54,67206.0,15785.0,556.0,23,Male,Masters,Chicago,Unemployed,1,0.23487136756587856
38,52142.0,18676.0,431.0,32,Female,Bachelors,Houston,Self-Employed,0,0.35816888172909117
31,49488.0,26356.0,556.0,38,Male,Bachelors,Houston,Self-Employed,0,0.5325627917314959
48,40937.0,33694.0,579.0,24,Male,PhD,Chicago,Self-Employed,0,0.8230494894718843
65,29248.0,14836.0,508.0,14,Male,High School,San Francisco,Self-Employed,0,0.5072310164450067
35,41957.0,31137.0,818.0,5,Male,Bachelors,Houston,Salaried,1,0.742099242099242
24,46039.0,17748.0,350.0,19,Female,Masters,Chicago,Unemployed,0,0.38549087749782796
27,34081.0,12913.0,802.0,15,Male,High School,San Francisco,Salaried,0,0.3788803473974532
24,49318.0,21996.0,558.0,20,Female,Bachelors,New York,Self-Employed,0,0.4459944443317991
50,49488.0,10739.0,477.0,14,Male,High School,Houston,Unemployed,0,0.21699771666430925
40,46798.0,23776.0,842.0,38,Female,High School,Houston,Unemployed,0,0.5080450436975149
38,59941.0,45197.0,579.0,3,Female,High School,San Francisco,Salaried,0,0.7540122118047445
36,37893.0,28845.0,617.0,23,Male,High School,New York,Salaried,0,0.7612023011558559
65,65051.0,19161.0,663.0,2,Female,High School,San Francisco,Self-Employed,1,0.29454897620365245
36,51827.0,28418.0,354.0,0,Female,Bachelors,Houston,Salaried,0,0.5483136528517404
53,73179.0,12548.0,455.0,29,Female,High School,New York,Self-Employed,0,0.17146761410221373
46,86213.0,13891.0,343.0,12,Male,High School,Chicago,Self-Employed,0,0.1611223235205419
35,49488.0,19383.0,841.0,17,Female,Masters,Houston,Self-Employed,1,0.39166279375214696
19,43564.0,20702.0,621.0,39,Female,Masters,San Francisco,Unemployed,0,0.4751979800298405
18,46306.0,9654.0,313.0,10,Female,High School,San Francisco,Unemployed,0,0.20847819984019694
64,58936.0,17548.0,656.0,28,Male,Bachelors,San Francisco,Salaried,1,0.2977416563449107
22,69890.0,18843.0,782.0,3,Male,Masters,San Francisco,Salaried,1,0.26960552860883374
37,40208.0,32336.0,658.0,24,Female,Unknown,San Francisco,Unemployed,0,0.8041980651098013
28,55719.0,9653.0,579.0,35,Female,High School,Houston,Salaried,0,0.17324120603015075
59,47961.0,8912.0,374.0,35,Male,Bachelors,New York,Self-Employed,0,0.1858137692339769
19,59272.0,21406.0,493.0,39,Female,PhD,San Francisco,Self-Employed,0,0.3611425100804751
20,72642.0,29207.0,662.0,27,Male,Bachelors,San Francisco,Unemployed,0,0.40206213950415043
40,46395.0,24413.0,395.0,7,Female,Masters,Chicago,Salaried,0,0.5261876023795155
29,24952.0,22421.0,339.0,20,Female,Masters,Chicago,Salaried,0,0.8985292349617281
37,61159.0,17691.0,696.0,34,Male,Masters,New York,Unemployed,0,0.2892576847612819
22,37509.0,25409.0,406.0,17,Male,Masters,Houston,Self-Employed,0,0.6773926952812583
54,47853.0,26615.0,316.0,24,Female,Masters,Houston,Self-Employed,0,0.5561708530112426
55,61805.0,17942.0,826.0,4,Male,High School,New York,Salaried,1,0.29029544057211276
47,54461.0,12411.0,798.0,7,Female,High School,New York,Unemployed,0,0.2278836620028644
26,48474.0,12463.0,824.0,22,Female,High School,New York,Unemployed,0,0.2571015987622486
51,41362.0,27030.0,342.0,2,Male,Masters,San Francisco,Self-Employed,0,0.6534825810506975
61,6502.0,7646.0,649.0,36,Female,High School,Houston,Self-Employed,0,1.175765031523912
52,60475.0,33416.0,329.0,30,Female,Masters,New York,Salaried,0,0.552549771810305
69,46206.0,16351.0,740.0,28,Male,Bachelors,Chicago,Unemployed,0,0.3538641331400004
39,72700.0,22476.0,841.0,19,Female,PhD,San Francisco,Salaried,1,0.3091566828516802
61,55970.0,25614.0,754.0,2,Female,Bachelors,San Francisco,Salaried,0,0.4576298440263708
41,41883.0,14531.0,393.0,22,Female,PhD,San Francisco,Unemployed,0,0.3469343902206093
34,66003.0,16321.0,594.0,39,Female,High School,San Francisco,Unemployed,0,0.24727289255196655
27,67267.0,21056.0,848.0,20,Male,PhD,New York,Self-Employed,1,0.3130165903549979
47,46715.0,13170.0,388.0,12,Female,Bachelors,San Francisco,Unemployed,0,0.2819162599537632
63,67905.0,11459.0,802.0,7,Female,Bachelors,Chicago,Salaried,1,0.1687479751421082
40,41670.0,12178.0,513.0,4,Female,PhD,Chicago,Salaried,0,0.2922416068728852
49,52395.0,29673.0,721.0,24,Female,Bachelors,New York,Unemployed,0,0.5663218566302771
34,58571.0,23183.0,825.0,38,Male,High School,San Francisco,Salaried,1,0.3958034555760432
67,61772.0,13655.0,491.0,36,Male,Bachelors,Chicago,Unemployed,0,0.22105126835348776
68,59323.0,26982.0,523.0,4,Male,PhD,Houston,Self-Employed,0,0.4548243543928258
34,45010.0,14098.0,686.0,7,Female,High School,San Francisco,Self-Employed,1,0.313212325875897
31,66405.0,4397.0,773.0,3,Female,PhD,New York,Unemployed,0,0.06621389633466855
26,49488.0,25574.0,502.0,21,Male,Masters,Houston,Salaried,0,0.5167613004910182
57,41465.0,33170.0,746.0,13,Male,Masters,San Francisco,Unemployed,0,0.7999324747986302
19,41685.0,24464.0,367.0,18,Female,High School,Houston,Unemployed,0,0.5868636952454062
62,79100.0,4901.0,391.0,12,Male,High School,San Francisco,Self-Employed,0,0.06195876158329225
42,38870.0,19812.0,477.0,34,Female,Bachelors,San Francisco,Unemployed,0,0.5096858840781044
56,69375.0,17803.0,302.0,3,Female,PhD,Chicago,Self-Employed,0,0.2566161208487085
26,32968.0,23026.0,402.0,32,Female,Masters,Houston,Self-Employed,0,0.698413661318208
39,57319.0,13222.0,572.0,21,Female,Bachelors,Houston,Unemployed,0,0.23066992323796232
60,54456.0,17332.0,833.0,0,Female,Masters,New York,Unemployed,0,0.318269460308133
63,74318.0,8639.0,415.0,10,Female,Unknown,New York,Unemployed,0,0.11624214534641208
21,40184.0,21774.0,763.0,15,Female,Bachelors,Houston,Unemployed,0,0.5418439716312057
43,36040.0,8937.0,403.0,3,Female,Masters,Chicago,Self-Employed,0,0.24796759246413808
46,48252.0,23499.0,558.0,28,Male,Unknown,Chicago,Unemployed,0,0.4869956272148882
62,74972.0,13996.0,607.0,38,Male,Masters,San Francisco,Self-Employed,1,0.1866805383271311
51,36738.0,0.0,666.0,37,Male,High School,New York,Self-Employed,0,0.0
40,11174.0,26350.0,601.0,23,Male,PhD,New York,Salaried,0,2.3579418344519016
54,50897.0,23952.0,326.0,8,Female,Bachelors,New York,Self-Employed,0,0.47058823529411764
28,64243.0,30824.0,807.0,7,Male,Masters,San Francisco,Salaried,1,0.47979577859410993
23,34793.0,3279.0,826.0,13,Male,Masters,Chicago,Unemployed,0,0.09424038627349543
35,62719.0,14764.0,664.0,14,Female,PhD,New York,Salaried,1,0.23539540816326532
38,34461.0,21053.0,597.0,21,Male,PhD,San Francisco,Unemployed,0,0.6109047646683303
59,47802.0,24574.0,660.0,36,Male,PhD,Houston,Self-Employed,1,0.5140681547183231
53,61290.0,8297.0,579.0,14,Male,Bachelors,Chicago,Salaried,0,0.13537060906168932
58,32188.0,23452.0,329.0,5,Male,Masters,Houston,Unemployed,0,0.728571872378763
55,52723.0,15426.0,738.0,0,Female,Bachelors,New York,Unemployed,0,0.2925802291176694
51,68225.0,5159.0,639.0,19,Male,Bachelors,San Francisco,Salaried,1,0.07561633394893442
34,57109.0,13995.0,425.0,35,Male,High School,Chicago,Salaried,0,0.24505340570828227
54,39191.0,24115.0,665.0,1,Male,PhD,New York,Unemployed,0,0.6153041437027965
42,72781.0,5494.0,579.0,5,Male,High School,Chicago,Unemployed,0,0.07548569701299772
55,59876.0,25096.0,562.0,1,Female,High School,San Francisco,Self-Employed,0,0.4191258747098218
29,49488.0,22267.0,521.0,2,Female,Bachelors,San Francisco,Unemployed,0,0.44993837014286003
40,62964.0,17969.0,301.0,6,Male,Bachelors,New York,Salaried,0,0.28538076709282933
59,41429.0,6918.0,693.0,19,Female,Masters,Chicago,Unemployed,0,0.1669804489500362
39,52948.0,7560.0,605.0,4,Female,High School,San Francisco,Unemployed,0,0.14277890045137773
38,65120.0,16812.0,445.0,24,Female,PhD,Chicago,Salaried,1,0.2581655687105542
44,41756.0,11000.0,829.0,37,Female,High School,Chicago,Self-Employed,1,0.2634288861747731
48,25316.0,17330.0,827.0,17,Male,Masters,Houston,Unemployed,0,0.6845202828139195
23,72583.0,27249.0,607.0,0,Female,High School,New York,Salaried,1,0.3754133142290312
44,67469.0,17816.0,639.0,24,Male,High School,New York,Salaried,1,0.2640580998962502
57,48691.0,17596.0,651.0,16,Male,High School,Chicago,Salaried,1,0.36137353158629754
51,62801.0,17603.0,508.0,14,Male,Masters,Houston,Salaried,0,0.28029362122225404
29,44459.0,28107.0,504.0,4,Male,High School,Chicago,Self-Employed,0,0.6321862348178138
62,51455.0,30347.0,314.0,16,Male,Bachelors,New York,Salaried,0,0.5897660136815921
24,47836.0,23375.0,727.0,20,Male,High School,New York,Unemployed,1,0.4886385015782762
27,45066.0,21093.0,775.0,22,Male,Bachelors,Chicago,Self-Employed,1,0.4680364790201256
62,55390.0,21837.0,597.0,9,Male,High School,Chicago,Salaried,0,0.3942337202794678
34,31877.0,31424.0,393.0,16,Male,Bachelors,Chicago,Unemployed,0,0.9857582031495075
43,46226.0,23810.0,406.0,0,Male,Unknown,New York,Self-Employed,0,0.5150669522140741
38,54717.0,32180.0,718.0,36,Female,PhD,Chicago,Unemployed,0,0.588106290434592
45,77572.0,16647.0,577.0,6,Female,Bachelors,Chicago,Self-Employed,0,0.2145978626583992
63,32487.0,9315.0,427.0,11,Female,PhD,San Francisco,Salaried,0,0.2867212509234179
19,57808.0,14648.0,758.0,39,Male,Bachelors,New York,Unemployed,0,0.25338615094535455
60,59452.0,15498.0,337.0,0,Male,High School,Chicago,Salaried,0,0.2606765007653104
18,21849.0,32836.0,497.0,19,Male,Masters,Houston,Self-Employed,0,1.5027917620137299
68,56158.0,25891.0,579.0,30,Male,High School,New York,Salaried,0,0.4610302890008725
53,63204.0,14900.0,306.0,3,Male,Masters,Chicago,Salaried,0,0.23574084328771458
68,58830.0,26467.0,631.0,25,Female,PhD,Chicago,Unemployed,0,0.4498818650031446
43,48741.0,18963.0,818.0,11,Female,Masters,San Francisco,Salaried,1,0.3890484592343359
46,49488.0,33076.0,493.0,21,Male,Masters,San Francisco,Salaried,0,0.668350542544808
38,52548.0,17330.0,615.0,0,Male,Masters,New York,Salaried,1,0.3297874364878494
28,24658.0,7689.0,300.0,0,Female,Unknown,San Francisco,Self-Employed,0,0.31181313110831743
57,52900.0,18506.0,361.0,2,Female,PhD,San Francisco,Unemployed,1,0.34982325475888926
28,44494.0,17335.0,642.0,11,Female,Masters,New York,Unemployed,0,0.3895943364422969
53,39428.0,9254.0,317.0,20,Male,Unknown,Houston,Salaried,0,0.23470034745999138
66,87275.0,24687.0,579.0,12,Male,Bachelors,Chicago,Unemployed,0,0.28286126770246117
56,68789.0,31398.0,534.0,12,Male,Bachelors,Chicago,Self-Employed,0,0.45643262102049714
57,32747.0,11020.0,368.0,17,Male,High School,San Francisco,Self-Employed,0,0.3365090997923537
52,49488.0,27782.0,746.0,32,Female,PhD,Chicago,Salaried,1,0.5613772757582494
51,71870.0,15147.0,307.0,5,Female,High School,San Francisco,Salaried,0,0.21075259840547647
64,27557.0,19802.0,761.0,24,Male,High School,New York,Self-Employed,0,0.7185572247623194
41,51155.0,18962.0,610.0,22,Female,Masters,New York,Self-Employed,1,0.3706701071233091
39,51861.0,19802.0,433.0,23,Male,Masters,New York,Self-Employed,0,0.38182098646407775
22,30883.0,23785.0,579.0,36,Female,PhD,Chicago,Salaried,0,0.7701398782541121
50,55693.0,11807.0,355.0,25,Male,PhD,San Francisco,Self-Employed,0,0.21199770172729557
53,66744.0,30346.0,659.0,3,Female,Bachelors,San Francisco,Salaried,1,0.4546557794591355
64,72621.0,24028.0,413.0,37,Female,PhD,Chicago,Self-Employed,0,0.3308639255322079
37,46260.0,26685.0,387.0,34,Female,High School,New York,Self-Employed,0,0.5768357795983657
36,87525.0,13759.0,437.0,10,Male,Bachelors,Houston,Unemployed,0,0.15719900372460754
52,19130.0,11082.0,407.0,35,Female,Bachelors,San Francisco,Self-Employed,0,0.5792692488631018
69,55343.0,29462.0,799.0,24,Male,Unknown,San Francisco,Salaried,1,0.5323431627638046
60,28816.0,10738.0,834.0,19,Male,Masters,Chicago,Self-Employed,0,0.3726272686261582
34,49488.0,21194.0,443.0,0,Female,Bachelors,Houston,Unemployed,0,0.428256784335913
62,49488.0,28152.0,355.0,29,Male,Masters,New York,Self-Employed,0,0.5688536846571965
60,57603.0,18986.0,305.0,3,Male,Masters,San Francisco,Self-Employed,0,0.3295951670022915
51,48097.0,29361.0,841.0,22,Male,Masters,Chicago,Self-Employed,1,0.6104411825855545
26,37610.0,17828.0,579.0,34,Male,Unknown,Houston,Salaried,0,0.47401026295498655
43,38596.0,9781.0,684.0,21,Female,Bachelors,Chicago,Self-Employed,0,0.2534134777314299
19,78987.0,22993.0,606.0,30,Male,Bachelors,Houston,Self-Employed,1,0.29109484985061024
26,56653.0,21586.0,601.0,0,Female,High School,Chicago,Self-Employed,1,0.38101457972958663
26,24468.0,41504.0,704.0,3,Male,Bachelors,Houston,Unemployed,0,1.696187012137807
57,58262.0,12439.0,579.0,18,Male,Masters,San Francisco,Salaried,0,0.21349741688550194
34,47080.0,17985.0,372.0,29,Male,Bachelors,Houston,Salaried,1,0.38200123191945795
18,50069.0,14153.0,564.0,0,Male,High School,New York,Unemployed,0,0.28266427002196925
42,62298.0,18860.0,526.0,18,Male,Masters,San Francisco,Salaried,0,0.30273359122939375
60,67748.0,18538.0,492.0,20,Male,PhD,New York,Unemployed,0,0.2736276550207383
57,37118.0,13022.0,673.0,21,Male,Unknown,San Francisco,Self-Employed,0,0.35081764056143755
59,49554.0,23746.0,309.0,1,Male,Bachelors,Houston,Salaried,0,0.47918474422359
42,49488.0,18287.0,601.0,5,Male,PhD,San Francisco,Self-Employed,1,0.36951645820283296
56,58953.0,30764.0,658.0,20,Female,Masters,Chicago,Self-Employed,1,0.5218305797740611
52,49488.0,14812.0,351.0,32,Female,Bachelors,Houston,Salaried,0,0.299298834084342
20,50439.0,34891.0,398.0,18,Male,High School,Chicago,Self-Employed,0,0.6917327517842982
67,45946.0,22207.0,312.0,26,Male,Masters,Chicago,Self-Employed,0,0.4833177356519468
54,48408.0,30171.0,689.0,36,Male,Bachelors,Chicago,Unemployed,0,0.6232518746514077
61,75570.0,20924.0,656.0,28,Female,Masters,Chicago,Salaried,1,0.2768786968546135
61,85861.0,13755.0,310.0,27,Female,Bachelors,New York,Self-Employed,0,0.1601989238545573
68,55656.0,17892.0,579.0,33,Female,PhD,Houston,Unemployed,0,0.32146899761036346
47,48500.0,8906.0,560.0,0,Male,Bachelors,Chicago,Salaried,0,0.1836250798952599
55,26065.0,19108.0,305.0,24,Male,Masters,New York,Self-Employed,0,0.7330622266554132
51,38594.0,21377.0,757.0,20,Female,Bachelors,San Francisco,Self-Employed,0,0.5538800362741287
29,48099.0,20366.0,672.0,33,Male,Bachelors,Chicago,Self-Employed,1,0.4234095634095634
36,39274.0,30641.0,780.0,25,Male,Masters,Chicago,Self-Employed,0,0.7801654996817314
54,40851.0,18807.0,521.0,35,Female,Bachelors,New York,Self-Employed,0,0.4603691373739352
61,73631.0,4848.0,380.0,34,Male,Bachelors,San Francisco,Salaried,0,0.06584093872229466
66,50432.0,48353.0,814.0,22,Female,Masters,San Francisco,Salaried,1,0.9587571629686912
34,51773.0,14475.0,359.0,16,Female,PhD,New York,Unemployed,0,0.27958048441302585
27,39887.0,27750.0,579.0,11,Male,Unknown,Chicago,Unemployed,0,0.6956979542719615
66,67663.0,7966.0,579.0,19,Female,High School,Houston,Unemployed,0,0.11772877748876803
64,46811.0,21962.0,527.0,38,Male,High School,New York,Salaried,0,0.46915320857899684
29,42187.0,13644.0,589.0,26,Female,High School,Houston,Salaried,0,0.3234095003318479
33,26289.0,0.0,592.0,36,Male,High School,Chicago,Salaried,0,0.0
41,49083.0,17738.0,492.0,19,Male,High School,Chicago,Self-Employed,0,0.36138049058756416
36,41719.0,19599.0,773.0,10,Male,Masters,San Francisco,Salaried,1,0.46977468839884945
25,75269.0,18249.0,556.0,27,Male,Unknown,Chicago,Salaried,0,0.2424471901155839
48,77658.0,21945.0,805.0,1,Female,Masters,San Francisco,Self-Employed,1,0.2825815423840122
38,31471.0,17844.0,687.0,23,Female,Bachelors,San Francisco,Unemployed,0,0.5669801728520589
34,33168.0,20553.0,697.0,15,Male,PhD,Chicago,Unemployed,0,0.6196448491060931
40,45855.0,21361.0,665.0,11,Male,PhD,San Francisco,Unemployed,0,0.4658278087927425
54,37759.0,19719.0,589.0,15,Male,High School,Chicago,Self-Employed,0,0.522219279661017
33,53261.0,18634.0,608.0,35,Female,High School,San Francisco,Self-Employed,1,0.34985543163981825
23,45101.0,12851.0,577.0,1,Female,Masters,San Francisco,Self-Employed,0,0.28493193206509687
25,54208.0,24756.0,763.0,24,Male,PhD,Chicago,Salaried,1,0.4566769355642052
42,65241.0,17736.0,488.0,28,Female,Bachelors,Houston,Unemployed,0,0.27184942215137486
35,34037.0,17089.0,477.0,27,Male,Bachelors,New York,Self-Employed,1,0.5020565250602268
42,64928.0,24098.0,827.0,9,Female,Masters,Chicago,Self-Employed,1,0.37114386483697576
29,39070.0,21696.0,674.0,22,Male,High School,San Francisco,Unemployed,0,0.5552967674234087
32,82227.0,14414.0,753.0,31,Male,PhD,New York,Unemployed,1,0.17529308751276937
43,74315.0,30005.0,516.0,30,Male,Bachelors,Houston,Salaried,0,0.40374885623553475
58,48304.0,10486.0,341.0,18,Female,High School,Chicago,Unemployed,0,0.2170789773315392
62,35546.0,11748.0,493.0,14,Male,PhD,San Francisco,Self-Employed,0,0.3304920246434298
43,32677.0,25347.0,626.0,32,Female,Bachelors,San Francisco,Salaried,0,0.7756594650835424
64,63104.0,34009.0,672.0,16,Female,High School,Chicago,Unemployed,0,0.5389271848506457
49,49544.0,15381.0,764.0,35,Male,Bachelors,San Francisco,Salaried,1,0.3104450499545867
27,63903.0,23303.0,462.0,19,Male,High School,New York,Self-Employed,0,0.36465635953930897
33,83063.0,10461.0,575.0,8,Male,High School,San Francisco,Self-Employed,0,0.12593903496099393
24,38444.0,12568.0,663.0,37,Female,High School,New York,Self-Employed,0,0.3269085706853947
34,31548.0,29058.0,779.0,2,Female,PhD,New York,Self-Employed,0,0.9210434562109734
40,52888.0,22926.0,759.0,1,Female,Masters,Chicago,Salaried,0,0.43347387925655617
43,67171.0,29306.0,564.0,17,Female,High School,San Francisco,Salaried,0,0.4362829750491276
38,35893.0,28690.0,838.0,22,Female,High School,New York,Self-Employed,0,0.7992979328021397
39,50519.0,3284.0,685.0,18,Female,Bachelors,San Francisco,Salaried,1,0.06500395882818685
24,70551.0,10432.0,384.0,6,Female,Bachelors,New York,Self-Employed,0,0.14786256945231885
31,25507.0,22196.0,615.0,34,Male,PhD,Houston,Self-Employed,0,0.8701583816841775
32,53530.0,6423.0,542.0,19,Male,Masters,Chicago,Unemployed,0,0.11998654984961984
24,41898.0,11566.0,768.0,19,Male,Bachelors,Chicago,Salaried,1,0.2760447743382897
26,51862.0,31416.0,641.0,18,Female,PhD,Chicago,Unemployed,0,0.6057497638007828
68,60647.0,15667.0,476.0,15,Male,PhD,New York,Self-Employed,0,0.25832673789737504
65,53312.0,25682.0,429.0,37,Female,PhD,Houston,Unemployed,0,0.48172115619079775
25,34847.0,19775.0,382.0,20,Female,High School,New York,Self-Employed,0,0.5674644168962351
67,42481.0,14561.0,659.0,28,Female,Masters,Chicago,Self-Employed,1,0.3427569323478179
40,71399.0,6686.0,387.0,37,Female,Masters,New York,Self-Employed,0,0.09364145658263305
46,54934.0,21866.0,831.0,23,Male,Unknown,Chicago,Salaried,1,0.39803404022936195
35,62605.0,31637.0,770.0,36,Female,High School,San Francisco,Self-Employed,1,0.5053349519215411
48,53754.0,14788.0,797.0,28,Male,Unknown,New York,Self-Employed,1,0.2750999906985397
47,62137.0,20549.0,806.0,30,Female,Bachelors,San Francisco,Salaried,1,0.3306994109884451
69,44058.0,7842.0,653.0,38,Male,Unknown,New York,Salaried,1,0.17798860618715812
56,38487.0,14623.0,715.0,11,Female,Bachelors,Chicago,Self-Employed,0,0.3799366036167117
52,61455.0,22727.0,350.0,29,Female,PhD,San Francisco,Salaried,0,0.3698092944545691
35,66911.0,25950.0,362.0,3,Male,Masters,New York,Self-Employed,0,0.3878228120516499
59,36286.0,24448.0,388.0,29,Male,High School,Chicago,Unemployed,0,0.6737399068536941
56,41361.0,3748.0,489.0,4,Male,Bachelors,New York,Salaried,0,0.09061457376335767
34,47552.0,16345.0,647.0,15,Female,PhD,San Francisco,Unemployed,1,0.343721742056232
31,74297.0,12262.0,837.0,26,Female,High School,New York,Self-Employed,1,0.16503808985437024
48,58447.0,17528.0,475.0,3,Female,PhD,New York,Salaried,0,0.2998905009581166
41,49488.0,19110.0,663.0,7,Male,PhD,San Francisco,Salaried,1,0.3861464163753561
52,48605.0,28531.0,782.0,7,Male,PhD,Chicago,Self-Employed,1,0.5869851458667654
61,46312.0,22362.0,418.0,16,Male,Masters,New York,Salaried,0,0.4828449895277784
62,32401.0,31343.0,468.0,2,Female,High School,New York,Salaried,0,0.9673168322943029
51,48428.0,14404.0,446.0,26,Female,High School,Houston,Salaried,0,0.29742509653306903
20,45649.0,8663.0,736.0,33,Male,PhD,Houston,Unemployed,0,0.1897699890470975
54,44576.0,31642.0,738.0,20,Female,Masters,Chicago,Self-Employed,1,0.7098279381743948
60,43889.0,23468.0,488.0,23,Female,PhD,San Francisco,Self-Employed,0,0.5347003873319662
57,72071.0,14054.0,459.0,28,Female,Bachelors,Chicago,Self-Employed,0,0.194999444999445
43,44544.0,23503.0,701.0,38,Male,High School,Chicago,Salaried,1,0.527623751262768
40,50745.0,26682.0,317.0,5,Male,High School,Chicago,Salaried,0,0.5257951365624877
61,49119.0,20954.0,439.0,13,Male,Masters,New York,Salaried,0,0.42658794788273613
56,42425.0,14168.0,579.0,13,Female,High School,New York,Self-Employed,0,0.3339461650874464
32,51193.0,16470.0,627.0,36,Male,Unknown,Chicago,Unemployed,0,0.3217173887564949
66,49488.0,22325.0,524.0,23,Male,High School,Chicago,Self-Employed,0,0.45111034775404635
21,51196.0,21591.0,738.0,12,Female,Masters,Houston,Self-Employed,1,0.42172392913647283
46,37112.0,29698.0,849.0,0,Female,PhD,San Francisco,Unemployed,0,0.8002047799962277
39,46908.0,17793.0,685.0,11,Female,High School,Chicago,Salaried,1,0.379308874629602
42,61405.0,12290.0,579.0,23,Female,PhD,Houston,Salaried,0,0.20014330847148487
30,47303.0,40616.0,552.0,36,Male,Masters,Chicago,Self-Employed,0,0.858616607475055
35,52427.0,21396.0,397.0,19,Female,PhD,San Francisco,Unemployed,0,0.4081025406271458
50,52506.0,26674.0,370.0,5,Female,Bachelors,Chicago,Self-Employed,0,0.5080084560153885
33,49488.0,24175.0,746.0,11,Female,High School,San Francisco,Self-Employed,0,0.48849239224878255
62,58380.0,21493.0,389.0,20,Female,Masters,New York,Unemployed,0,0.36815059694078556
59,47388.0,18178.0,729.0,2,Female,Masters,San Francisco,Unemployed,0,0.3835911287429572
61,36330.0,0.0,518.0,26,Female,PhD,Chicago,Salaried,0,0.0
19,31719.0,11494.0,406.0,35,Male,High School,Houston,Self-Employed,0,0.36235813366960906
52,49488.0,22633.0,775.0,16,Male,Masters,New York,Unemployed,0,0.4573339529996565
59,61554.0,0.0,753.0,14,Male,Bachelors,Houston,Unemployed,0,0.0
51,59740.0,20573.0,843.0,38,Male,PhD,Chicago,Unemployed,0,0.34436986324299895
47,62168.0,25290.0,425.0,3,Female,Bachelors,New York,Unemployed,0,0.4067943830526468
30,47577.0,26666.0,446.0,16,Female,Bachelors,Houston,Self-Employed,0,0.56046912438522
30,40627.0,24785.0,579.0,37,Female,PhD,Chicago,Self-Employed,0,0.6100472580486364
35,35294.0,27667.0,323.0,10,Male,Bachelors,Houston,Self-Employed,0,0.7838787363649242
49,33660.0,32845.0,419.0,11,Female,PhD,San Francisco,Unemployed,0,0.9757582959508037
49,68182.0,28769.0,596.0,31,Female,PhD,San Francisco,Salaried,0,0.42193801974099115
52,42603.0,21575.0,381.0,26,Female,Masters,Chicago,Unemployed,0,0.5064078490282603
56,65823.0,18923.0,747.0,26,Female,Masters,Houston,Self-Employed,1,0.28747873116188627
63,47197.0,20917.0,769.0,39,Male,Bachelors,Chicago,Self-Employed,1,0.44317555828636807
69,39856.0,17796.0,579.0,28,Female,Bachelors,Houston,Self-Employed,0,0.44649622400080285
46,33585.0,28941.0,844.0,8,Female,Bachelors,New York,Salaried,0,0.8616983266837372
66,41178.0,24577.0,323.0,2,Female,Bachelors,Chicago,Salaried,0,0.5968333373807038
46,71274.0,16951.0,360.0,38,Male,Unknown,Chicago,Self-Employed,0,0.23782532444756227
61,33737.0,30593.0,383.0,28,Female,Masters,Houston,Unemployed,0,0.9067816705198886
33,81751.0,17665.0,524.0,20,Female,Bachelors,Chicago,Self-Employed,0,0.2160803405421274
61,37391.0,12434.0,485.0,34,Female,Bachelors,New York,Self-Employed,0,0.3325310226786478
64,61249.0,19914.0,674.0,9,Female,High School,Houston,Salaried,1,0.3251265306122449
27,47821.0,13407.0,371.0,22,Female,Unknown,Houston,Salaried,0,0.2803521391828029
47,45192.0,27490.0,373.0,38,Female,PhD,Houston,Salaried,0,0.6082800433695483
42,49488.0,13237.0,640.0,24,Female,Masters,New York,Salaried,1,0.26747357998747195
56,48524.0,19077.0,452.0,23,Male,PhD,New York,Self-Employed,0,0.39313755795981453
37,32626.0,27518.0,395.0,19,Male,Bachelors,Chicago,Unemployed,0,0.843411898121188
22,24776.0,14302.0,744.0,14,Female,PhD,Houston,Self-Employed,0,0.5772288816240868
